content,cleaned_text,tokenized_raw_text,tokenized_preprocessed_text,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
Mana nih kota2 di pulau sumatera nya kok gk ada? Khusus pulau jawa aja ya?,mana nih kota2 pulau sumatera kok tidak khusus pulau jawa,"['mana', 'nih', 'kota2', 'di', 'pulau', 'sumatera', 'nya', 'kok', 'gk', 'ada', 'khusus', 'pulau', 'jawa', 'aja', 'ya']","['mana', 'nih', 'kota2', 'pulau', 'sumatera', 'nya', 'kok', 'tidak', 'khusus', 'pulau', 'jawa', 'aja']",3,0,3.2.7,2024-01-02 08:16:10,"Halo kak, mohon maaf atas ketidaknyamanannya akan menjadi perhatian dan perbaikan kami kedepannya. Mohon dapat dijelaskan untuk kendalanya melalui layanan whatsapp kami ke nomor 081121100825. Terima kasih",2024-01-17 13:13:54
Saya kasih bintang 5,kasih bintang 5,"['saya', 'kasih', 'bintang', '5']","['kasih', 'bintang', '5']",5,0,3.2.7,2024-01-01 13:00:38,"Halo kak, terima kasih sudah menggunakan layanan DAMRI. Semoga kami bisa memberikan layanan yang lebih baik lagi",2024-01-17 13:29:39
"Saya kesulitan mencari jadwal karena kebanyakan kosong, tolong berikan rekomendasi atau jadwal yang ada jika saya memilih kota asal dan tujuan",sulit cari jadwal banyak kosong ikan rekomendasi jadwal ada saya pilih kota asal tuju,"['saya', 'kesulitan', 'mencari', 'jadwal', 'karena', 'kebanyakan', 'kosong', 'tolong', 'berikan', 'rekomendasi', 'atau', 'jadwal', 'yang', 'ada', 'jika', 'saya', 'memilih', 'kota', 'asal', 'dan', 'tujuan']","['sulit', 'cari', 'jadwal', 'banyak', 'kosong', 'ikan', 'rekomendasi', 'jadwal', 'ada', 'saya', 'pilih', 'kota', 'asal', 'tuju']",2,2,3.2.7,2023-12-30 08:44:07,"Halo kak, mohon maaf atas ketidaknyamanannya. Boleh dibantu untuk rute mana?
Terkait kendala yang terjadi pada aplikasi kami, dapat disampaikan juga melalui layanan Whatsapp ke nomor 081121100825. Terima kasih",2024-01-17 13:31:56
Sangat membantu,sangat bantu,"['sangat', 'membantu']","['sangat', 'bantu']",5,0,3.2.7,2023-12-29 16:59:29,"Halo kak, Terima kasih sudah menggunakan Layanan DAMRI",2024-01-17 13:46:30
"aplikasi ga jelas , kalau ga bisa buat aplikasi hapus saja dari playstore.",aplikasi tidak jelas kalau tidak buat aplikasi hapus dari playstore,"['aplikasi', 'ga', 'jelas', 'kalau', 'ga', 'bisa', 'buat', 'aplikasi', 'hapus', 'saja', 'dari', 'playstore']","['aplikasi', 'tidak', 'jelas', 'kalau', 'tidak', 'buat', 'aplikasi', 'hapus', 'dari', 'playstore']",1,0,,2023-12-29 10:59:40,"Hallo kak, mohon maaf atas ketidaknyamannya. Akan menjadi perhatian dan perbaikan kami kedepannya, mohon untuk dapat dijelaskan kendalanya melalui layanan Whatsapp 081121100825. Terima kasih",2024-01-17 11:17:03
Perlu pembenahan... aplikasi buat buka kota tujuan tidak bisa.. Diperbarui pun tidak bisa.. semoga kedepannya lebih baik dalam segala hal 👍,perlu benah aplikasi buat buka kota tuju baru tidak bisa moga depan lebih baik segala,"['perlu', 'pembenahan', 'aplikasi', 'buat', 'buka', 'kota', 'tujuan', 'tidak', 'bisa', 'diperbarui', 'pun', 'tidak', 'bisa', 'semoga', 'kedepannya', 'lebih', 'baik', 'dalam', 'segala', 'hal']","['perlu', 'benah', 'aplikasi', 'buat', 'buka', 'kota', 'tuju', 'baru', 'tidak', 'bisa', 'moga', 'depan', 'lebih', 'baik', 'segala']",4,1,3.2.7,2023-12-29 08:40:42,"Halo kak, mohon maaf atas ketidaknyamanannya. Terima kasih atas saran dan masukannya, akan menjadi perhatian dan perbaikan untuk meningkatkan layanan kami. Terima kasih sudah menggunakan layanan DAMRI",2024-01-17 11:12:49
"Jangan cuma pesen aja bisa online, tapi reschedule dan refund harus bisa online. Tolong lah jangan jual mahal kalau sepi peminat baru kerasa",jangan cuma sen online reschedule refund bisa online lah jangan jual mahal kalau sepi minat baru rasa,"['jangan', 'cuma', 'pesen', 'aja', 'bisa', 'online', 'tapi', 'reschedule', 'dan', 'refund', 'harus', 'bisa', 'online', 'tolong', 'lah', 'jangan', 'jual', 'mahal', 'kalau', 'sepi', 'peminat', 'baru', 'kerasa']","['jangan', 'cuma', 'sen', 'aja', 'online', 'reschedule', 'refund', 'bisa', 'online', 'lah', 'jangan', 'jual', 'mahal', 'kalau', 'sepi', 'minat', 'baru', 'rasa']",2,0,,2023-12-28 22:17:36,"Hallo kak, mohon maaf atas ketidaknyamannya. Akan menjadi perhatian dan evaluasi untuk meningkatkan layanan kami, untuk informasi lebih lanjut boleh menghubungi kami melalui layanan Whatsapp 081121100825. Terimakasih",2024-01-17 11:08:05
Djawatan Pengangkoetan Jawa Unyu,djawatan pengangkoetan jawa unyu,"['djawatan', 'pengangkoetan', 'jawa', 'unyu']","['djawatan', 'pengangkoetan', 'jawa', 'unyu']",2,0,,2023-12-28 18:13:47,,
Perjalan dari situbondo masih belum tersedia,jalan situbondo belum sedia,"['perjalan', 'dari', 'situbondo', 'masih', 'belum', 'tersedia']","['jalan', 'situbondo', 'belum', 'sedia']",3,0,,2023-12-27 17:41:33,"Halo kak, boleh dibantu untuk rute Situbondo tujuan mana?
Untuk informasi lebih lanjut terkait informasi rute dan jadwal boleh menghubungi Layanan Whatsapp kami ke nomor 081121100825. Terima kasih",2024-01-17 13:53:00
"Udah download gak bisa digunakan, kenapa suruh ubdat trs",udah download tidak guna suruh ubdat trs,"['udah', 'download', 'gak', 'bisa', 'digunakan', 'kenapa', 'suruh', 'ubdat', 'trs']","['udah', 'download', 'tidak', 'guna', 'suruh', 'ubdat', 'trs']",3,0,3.2.7,2023-12-26 16:43:19,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan kendalanya melalui layanan Whatsapp 081121100825
terimakasih",2023-12-27 09:52:44
"Tolong boss diberi kolom foto, agar identitas penumpangnya jelas. Terimakasih",boss beri kolom foto identitas tumpang jelas terimakasih,"['tolong', 'boss', 'diberi', 'kolom', 'foto', 'agar', 'identitas', 'penumpangnya', 'jelas', 'terimakasih']","['boss', 'beri', 'kolom', 'foto', 'identitas', 'tumpang', 'jelas', 'terimakasih']",2,0,3.2.7,2023-12-25 22:42:06,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih
",2023-12-27 10:57:08
Coba sistem pembayaran untuk pesan tiket online nya bisa juga di Alfamart atau Indomaret,coba sistem bayar pesan tiket online juga alfamart indomaret,"['coba', 'sistem', 'pembayaran', 'untuk', 'pesan', 'tiket', 'online', 'nya', 'bisa', 'juga', 'di', 'alfamart', 'atau', 'indomaret']","['coba', 'sistem', 'bayar', 'pesan', 'tiket', 'online', 'nya', 'juga', 'alfamart', 'indomaret']",2,0,3.2.7,2023-12-25 17:20:32,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 10:57:53
Ok,,['ok'],[],5,0,3.2.7,2023-12-24 14:10:19,"Halo kak, Terima kasih sudah menggunakan Layanan DAMRI",2024-01-17 13:53:37
Tingkatkan terus untuk menjadi lebih baik..,tingkat terus jadi lebih baik,"['tingkatkan', 'terus', 'untuk', 'menjadi', 'lebih', 'baik']","['tingkat', 'terus', 'jadi', 'lebih', 'baik']",5,0,3.2.4,2023-12-24 07:44:22,"Hallo kak
Terimakasih sudah menggunakan layanan DAMRI",2023-12-27 10:58:36
"Mau daftar...kode otp belum juga dikirim ke email...sudah diulang beberapa kali,engga ada kode otp masuk email",mau daftar kode otp juga kirim emailsudah ulang beberapa kaliengga kode otp masuk email,"['mau', 'daftarkode', 'otp', 'belum', 'juga', 'dikirim', 'ke', 'emailsudah', 'diulang', 'beberapa', 'kaliengga', 'ada', 'kode', 'otp', 'masuk', 'email']","['mau', 'daftarkode', 'otp', 'juga', 'kirim', 'emailsudah', 'ulang', 'beberapa', 'kaliengga', 'kode', 'otp', 'masuk', 'email']",1,0,3.2.4,2023-12-23 15:11:27,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 10:59:03
Gak jelas ini aplikasi.. gak bisa ngapa ngapain juga. Belum ada 4 menitan gua donwload. Langsung saya hapus,tidak jelas aplikasi tidak ngapa ngapain belum 4 menit gua donwload langsung hapus,"['gak', 'jelas', 'ini', 'aplikasi', 'gak', 'bisa', 'ngapa', 'ngapain', 'juga', 'belum', 'ada', '4', 'menitan', 'gua', 'donwload', 'langsung', 'saya', 'hapus']","['tidak', 'jelas', 'aplikasi', 'tidak', 'ngapa', 'ngapain', 'belum', '4', 'menit', 'gua', 'donwload', 'langsung', 'hapus']",1,1,3.2.4,2023-12-22 16:08:21,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 10:59:25
PELAYANAN BOBROK,layan bobrok,"['pelayanan', 'bobrok']","['layan', 'bobrok']",1,0,3.2.4,2023-12-22 08:28:23,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 10:59:43
"Royal menghilang, terpaksa naik bisnis, damri biasanya cepet banget naik kapal, langsung naik langsung jalan, Ini satu jam lebih nungguin kapal, gatau, Kapal nabi Nuh kali yg ditunggu,, kecewa banget 👎 Dulu saya idola bnget sama damri, mungkin sekarang musti kudu ganti,,",royal hilang paksa naik bisnis damri biasa cepet banget naik kapal langsung naik langsung jalan satu jam lebih nungguin kapal gatau kapal nabi nuh kali tunggu kecewa banget dulu idola banget sama damri mungkin sekarang musti kudu ganti,"['royal', 'menghilang', 'terpaksa', 'naik', 'bisnis', 'damri', 'biasanya', 'cepet', 'banget', 'naik', 'kapal', 'langsung', 'naik', 'langsung', 'jalan', 'ini', 'satu', 'jam', 'lebih', 'nungguin', 'kapal', 'gatau', 'kapal', 'nabi', 'nuh', 'kali', 'yg', 'ditunggu', 'kecewa', 'banget', 'dulu', 'saya', 'idola', 'bnget', 'sama', 'damri', 'mungkin', 'sekarang', 'musti', 'kudu', 'ganti']","['royal', 'hilang', 'paksa', 'naik', 'bisnis', 'damri', 'biasa', 'cepet', 'banget', 'naik', 'kapal', 'langsung', 'naik', 'langsung', 'jalan', 'satu', 'jam', 'lebih', 'nungguin', 'kapal', 'gatau', 'kapal', 'nabi', 'nuh', 'kali', 'yg', 'tunggu', 'kecewa', 'banget', 'dulu', 'idola', 'banget', 'sama', 'damri', 'mungkin', 'sekarang', 'musti', 'kudu', 'ganti']",2,1,3.2.4,2023-12-22 00:55:49,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 11:00:25
Kok abis di up grade malah susah ya,kok abis up grade malah susah,"['kok', 'abis', 'di', 'up', 'grade', 'malah', 'susah', 'ya']","['kok', 'abis', 'up', 'grade', 'malah', 'susah']",3,0,3.2.4,2023-12-18 19:26:01,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 11:00:34
"Saran saya, setiap perjalanan ada keterangan nomor telepon pengemudi, spy mempermudah untuk yg terbiasa pesan online, sy sudah beberapa kali gugur tiketnya karna sdh keduluan sampai titik jemput damri",saran tiap jalan terang nomor telepon kemudi spy mudah biasa pesan online sy beberapa kali gugur tiket karna sdh keduluan titik jemput damri,"['saran', 'saya', 'setiap', 'perjalanan', 'ada', 'keterangan', 'nomor', 'telepon', 'pengemudi', 'spy', 'mempermudah', 'untuk', 'yg', 'terbiasa', 'pesan', 'online', 'sy', 'sudah', 'beberapa', 'kali', 'gugur', 'tiketnya', 'karna', 'sdh', 'keduluan', 'sampai', 'titik', 'jemput', 'damri']","['saran', 'tiap', 'jalan', 'terang', 'nomor', 'telepon', 'kemudi', 'spy', 'mudah', 'yg', 'biasa', 'pesan', 'online', 'sy', 'beberapa', 'kali', 'gugur', 'tiket', 'karna', 'sdh', 'keduluan', 'titik', 'jemput', 'damri']",3,3,3.2.4,2023-12-18 16:23:56,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 11:01:18
"Tepat waktu klu perlu tambah armadi khusus bekasi, gak pakai mampir ke gambir.",tepat waktu klu perlu tambah armadi khusus bekas tidak pakai mampir gambir,"['tepat', 'waktu', 'klu', 'perlu', 'tambah', 'armadi', 'khusus', 'bekasi', 'gak', 'pakai', 'mampir', 'ke', 'gambir']","['tepat', 'waktu', 'klu', 'perlu', 'tambah', 'armadi', 'khusus', 'bekas', 'tidak', 'pakai', 'mampir', 'gambir']",5,0,3.1.9,2023-12-18 11:21:37,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih
",2023-12-27 11:01:37
Sangat jelek pelayanan telponya. Wa g di balas di telpon jg g di angkat kususnya di lampung. Ada nmer tertera pelyanan tiket. Tp tdak bisa di hbngi. Via wa jg g di balas,sangat jelek layan telponya wa tidak balas telpon jg tidak angkat sus lampung nmer tera pelyanan tiket tp tdak hbngi via wa jg tidak di balas,"['sangat', 'jelek', 'pelayanan', 'telponya', 'wa', 'g', 'di', 'balas', 'di', 'telpon', 'jg', 'g', 'di', 'angkat', 'kususnya', 'di', 'lampung', 'ada', 'nmer', 'tertera', 'pelyanan', 'tiket', 'tp', 'tdak', 'bisa', 'di', 'hbngi', 'via', 'wa', 'jg', 'g', 'di', 'balas']","['sangat', 'jelek', 'layan', 'telponya', 'wa', 'tidak', 'balas', 'telpon', 'jg', 'tidak', 'angkat', 'sus', 'lampung', 'nmer', 'tera', 'pelyanan', 'tiket', 'tp', 'tdak', 'hbngi', 'via', 'wa', 'jg', 'tidak', 'di', 'balas']",1,1,3.2.4,2023-12-18 11:15:50,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 11:01:59
Good,good,['good'],['good'],5,0,3.2.4,2023-12-18 10:21:54,,
Easy to use,easy to use,"['easy', 'to', 'use']","['easy', 'to', 'use']",5,0,3.2.4,2023-12-17 20:14:48,,
"Percuma bikin aplikasi, kalo setiap armada yg dipake selalu mogok, sehingga jadwal selalu molor",percuma bikin aplikasi kalo tiap armada di pakai selalu mogok jadwal selalu molor,"['percuma', 'bikin', 'aplikasi', 'kalo', 'setiap', 'armada', 'yg', 'dipake', 'selalu', 'mogok', 'sehingga', 'jadwal', 'selalu', 'molor']","['percuma', 'bikin', 'aplikasi', 'kalo', 'tiap', 'armada', 'yg', 'dipake', 'selalu', 'mogok', 'jadwal', 'selalu', 'molor']",1,0,,2023-12-16 19:31:18,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 11:02:27
Cakepppp,cakepppp,['cakepppp'],['cakepppp'],5,0,3.2.4,2023-12-15 10:05:14,"Hallo kak, Terimakasih sudah menggunakan Jasa Layanan DAMRI",2023-12-27 11:04:10
Semoga jalur wisata ke pemandian air panas pacet segera ada . dari malang ke pacet atau dari kota pasuruan sendri,moga jalur wisata mandi air panas pacet segera dari malang pacet dari kota pasuruan sendri,"['semoga', 'jalur', 'wisata', 'ke', 'pemandian', 'air', 'panas', 'pacet', 'segera', 'ada', 'dari', 'malang', 'ke', 'pacet', 'atau', 'dari', 'kota', 'pasuruan', 'sendri']","['moga', 'jalur', 'wisata', 'mandi', 'air', 'panas', 'pacet', 'segera', 'dari', 'malang', 'pacet', 'dari', 'kota', 'pasuruan', 'sendri']",5,0,3.2.4,2023-12-13 00:30:21,,
Aplikasi terburuk yang pernah saya download karena sering eror,aplikasi buruk pernah download sering eror,"['aplikasi', 'terburuk', 'yang', 'pernah', 'saya', 'download', 'karena', 'sering', 'eror']","['aplikasi', 'buruk', 'pernah', 'download', 'sering', 'eror']",1,0,,2023-12-10 12:15:55,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 11:05:00
Bingung mau nulis apa wong baru download..malah disuruh pilih perbaharui atau keluar. Pilih perbaharui malah balik lg ke awal.,bingung mau nulis apa wong baru downloadmalah suruh pilih baharu keluar pilih baharu malah balik lg awal,"['bingung', 'mau', 'nulis', 'apa', 'wong', 'baru', 'downloadmalah', 'disuruh', 'pilih', 'perbaharui', 'atau', 'keluar', 'pilih', 'perbaharui', 'malah', 'balik', 'lg', 'ke', 'awal']","['bingung', 'mau', 'nulis', 'apa', 'wong', 'baru', 'downloadmalah', 'suruh', 'pilih', 'baharu', 'keluar', 'pilih', 'baharu', 'malah', 'balik', 'lg', 'awal']",1,0,3.2.4,2023-12-10 12:01:18,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 11:05:11
Seriing eror...susah kadang login juga,seriing eror susah kadang login,"['seriing', 'erorsusah', 'kadang', 'login', 'juga']","['seriing', 'erorsusah', 'kadang', 'login']",1,0,3.2.4,2023-12-10 11:58:23,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 11:05:18
"Tampilan minta perbarui, stlh di perbarui tp masih minta di perbarui dan tidak bs di update",tampil minta baru stlh baru tp minta baru tidak bs update,"['tampilan', 'minta', 'perbarui', 'stlh', 'di', 'perbarui', 'tp', 'masih', 'minta', 'di', 'perbarui', 'dan', 'tidak', 'bs', 'di', 'update']","['tampil', 'minta', 'baru', 'stlh', 'baru', 'tp', 'minta', 'baru', 'tidak', 'bs', 'update']",1,0,3.2.4,2023-12-10 11:56:33,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 11:05:38
"Gk pernah error, tp knp skrg jd error",tidak pernah error tp knp skrg jd error,"['gk', 'pernah', 'error', 'tp', 'knp', 'skrg', 'jd', 'error']","['tidak', 'pernah', 'error', 'tp', 'knp', 'skrg', 'jd', 'error']",5,0,3.2.4,2023-12-10 11:51:04,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 11:05:55
Baik,baik,['baik'],['baik'],5,0,,2023-12-08 23:04:36,"Hallo kak, Terimakasih sudah menggunakan jasa Layanan DAMRI",2023-12-27 11:06:57
Keren,keren,['keren'],['keren'],5,0,3.2.4,2023-12-06 04:59:21,"Hallo kak, Terimakasih sudah menggunakan Jasa Layanan DAMRI",2023-12-27 11:08:11
"Baguss sekali aplikasinya , Beli tiket sambil rebahan, pembayaran pun mudah pakai virtual account BCA. lanjut ke terminal kemayoran cetak tiket langsung naik bus. Terimakasih damri",baguss sekali aplikasi beli tiket rebah bayar mudah pakai virtual account bca lanjut terminal mayor cetak tiket langsung naik bus terimakasih damri,"['baguss', 'sekali', 'aplikasinya', 'beli', 'tiket', 'sambil', 'rebahan', 'pembayaran', 'pun', 'mudah', 'pakai', 'virtual', 'account', 'bca', 'lanjut', 'ke', 'terminal', 'kemayoran', 'cetak', 'tiket', 'langsung', 'naik', 'bus', 'terimakasih', 'damri']","['baguss', 'sekali', 'aplikasi', 'beli', 'tiket', 'rebah', 'bayar', 'mudah', 'pakai', 'virtual', 'account', 'bca', 'lanjut', 'terminal', 'mayor', 'cetak', 'tiket', 'langsung', 'naik', 'bus', 'terimakasih', 'damri']",5,0,3.2.4,2023-12-05 21:23:18,"Hallo kak, Terimakasih sudah menggunakan Jasa Layanan DAMRI",2023-12-27 11:09:06
"5th pp damri lampung - jakarta,nyaman banget,,ramah2 orangnya,berangkat sesuai jam👍👍sehat2 buat kru Damri dll",5th pp damri lampung jakartanyaman bangetramah2 orangnyaberangkat sesuai jamsehat2 buat kru damri,"['5th', 'pp', 'damri', 'lampung', 'jakartanyaman', 'bangetramah2', 'orangnyaberangkat', 'sesuai', 'jamsehat2', 'buat', 'kru', 'damri', 'dll']","['5th', 'pp', 'damri', 'lampung', 'jakartanyaman', 'bangetramah2', 'orangnyaberangkat', 'sesuai', 'jamsehat2', 'buat', 'kru', 'damri']",5,0,3.2.4,2023-12-04 15:38:56,"Hallo kak, Terimakasih sudah menggunakan Jasa Layanan DAMRI",2023-12-27 11:09:47
Jelek,jelek,['jelek'],['jelek'],1,0,3.2.4,2023-12-02 22:52:02,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 11:11:39
"Gak bisa pesan, tidak ada jadwal terus",tidak pesan ada jadwal terus,"['gak', 'bisa', 'pesan', 'tidak', 'ada', 'jadwal', 'terus']","['tidak', 'pesan', 'ada', 'jadwal', 'terus']",2,1,3.2.4,2023-12-02 11:47:27,"Hallo kak, mohon maaf atas ketidaknyamannya
Akan menjadi perhatian dan perbaikan kami kedepannya
Mohon untuk dapat dijelaskan terkait kendalanya melalui layanan Whatsapp ke nomor 081121100825
terima kasih",2023-12-27 11:11:48
